id,focus,signal,slack,drag,confidence,score,lane
l001,state drift,35,33,6,25,137,watch
l002,review cost,35,34,6,55,169,ship
l003,decision risk,35,35,6,85,201,ship
l004,input pressure,35,36,18,25,95,hold
l005,state drift,35,37,18,55,127,watch
l006,review cost,35,38,18,85,159,watch
l007,decision risk,35,39,34,25,37,hold
l008,input pressure,35,40,34,55,69,hold
l009,state drift,35,41,34,85,101,hold
l010,review cost,60,42,6,25,205,ship
l011,decision risk,60,43,6,55,237,ship
l012,input pressure,60,44,6,85,269,ship
l013,state drift,60,45,18,25,163,watch
l014,review cost,60,46,18,55,195,ship
l015,decision risk,60,47,18,85,227,ship
l016,input pressure,60,48,34,25,105,hold
l017,state drift,60,32,34,55,103,hold
l018,review cost,60,33,34,85,135,watch
l019,decision risk,85,34,6,25,239,ship
l020,input pressure,85,35,6,55,271,ship
l021,state drift,85,36,6,85,303,ship
l022,review cost,85,37,18,25,197,ship
l023,decision risk,85,38,18,55,229,ship
l024,input pressure,85,39,18,85,261,ship
l025,state drift,85,40,34,25,139,watch
l026,review cost,85,41,34,55,171,ship
l027,decision risk,85,42,34,85,203,ship
